text,intent
Modificar revisar codigo,edit_task
Alterar revisar codigo,edit_task
Mudar a tarefa revisar codigo,edit_task
Corrigir revisar codigo,edit_task
Edita a tarefa de revisar codigo,edit_task
Quero alterar revisar codigo,edit_task
Mudar detalhes de revisar codigo,edit_task
Atualizar revisar codigo,edit_task
Refazer revisar codigo,edit_task
Editar tarefa treinar,edit_task
Modificar treinar,edit_task
Alterar treinar,edit_task
Mudar a tarefa treinar,edit_task
Corrigir treinar,edit_task
Edita a tarefa de treinar,edit_task
Quero alterar treinar,edit_task
Mudar detalhes de treinar,edit_task
Atualizar treinar,edit_task
Refazer treinar,edit_task
Mudar a prioridade de comprar pão,change_priority
Aumentar a prioridade de comprar pão,change_priority
Prioridade alta para comprar pão,change_priority
Colocar comprar pão como urgente,change_priority
Diminuir a prioridade de comprar pão,change_priority
Prioridade baixa para comprar pão,change_priority
Alterar prioridade de comprar pão,change_priority
Marcar comprar pão como importante,change_priority
comprar pão é prioridade agora,change_priority
Atualiza a prioridade de comprar pão,change_priority
Mudar a prioridade de pagar conta,change_priority
Aumentar a prioridade de pagar conta,change_priority
Prioridade alta para pagar conta,change_priority
Colocar pagar conta como urgente,change_priority
Diminuir a prioridade de pagar conta,change_priority
Prioridade baixa para pagar conta,change_priority
Alterar prioridade de pagar conta,change_priority
Marcar pagar conta como importante,change_priority
pagar conta é prioridade agora,change_priority
Atualiza a prioridade de pagar conta,change_priority
Mudar a prioridade de ligar pro medico,change_priority
Aumentar a prioridade de ligar pro medico,change_priority
Prioridade alta para ligar pro medico,change_priority
Colocar ligar pro medico como urgente,change_priority
Diminuir a prioridade de ligar pro medico,change_priority
Prioridade baixa para ligar pro medico,change_priority
Alterar prioridade de ligar pro medico,change_priority
Marcar ligar pro medico como importante,change_priority
ligar pro medico é prioridade agora,change_priority
Atualiza a prioridade de ligar pro medico,change_priority
Mudar a prioridade de estudar python,change_priority
Aumentar a prioridade de estudar python,change_priority
Prioridade alta para estudar python,change_priority
Colocar estudar python como urgente,change_priority
Diminuir a prioridade de estudar python,change_priority
Prioridade baixa para estudar python,change_priority
Alterar prioridade de estudar python,change_priority
Marcar estudar python como importante,change_priority
estudar python é prioridade agora,change_priority
Atualiza a prioridade de estudar python,change_priority
Mudar a prioridade de fazer o relatorio,change_priority
Aumentar a prioridade de fazer o relatorio,change_priority
Prioridade alta para fazer o relatorio,change_priority
Colocar fazer o relatorio como urgente,change_priority
Diminuir a prioridade de fazer o relatorio,change_priority
Prioridade baixa para fazer o relatorio,change_priority
Alterar prioridade de fazer o relatorio,change_priority
Marcar fazer o relatorio como importante,change_priority
fazer o relatorio é prioridade agora,change_priority
Atualiza a prioridade de fazer o relatorio,change_priority
Mudar a prioridade de lavar o carro,change_priority
Aumentar a prioridade de lavar o carro,change_priority
Prioridade alta para lavar o carro,change_priority
Colocar lavar o carro como urgente,change_priority
Diminuir a prioridade de lavar o carro,change_priority
Prioridade baixa para lavar o carro,change_priority
Alterar prioridade de lavar o carro,change_priority
Marcar lavar o carro como importante,change_priority
lavar o carro é prioridade agora,change_priority
Atualiza a prioridade de lavar o carro,change_priority
Mudar a prioridade de passear com cachorro,change_priority
Aumentar a prioridade de passear com cachorro,change_priority
Prioridade alta para passear com cachorro,change_priority
Colocar passear com cachorro como urgente,change_priority
Diminuir a prioridade de passear com cachorro,change_priority
Prioridade baixa para passear com cachorro,change_priority
Alterar prioridade de passear com cachorro,change_priority
Marcar passear com cachorro como importante,change_priority
passear com cachorro é prioridade agora,change_priority
Atualiza a prioridade de passear com cachorro,change_priority
Mudar a prioridade de comprar leite,change_priority
Aumentar a prioridade de comprar leite,change_priority
Prioridade alta para comprar leite,change_priority
Colocar comprar leite como urgente,change_priority
Diminuir a prioridade de comprar leite,change_priority
Prioridade baixa para comprar leite,change_priority
Alterar prioridade de comprar leite,change_priority
Marcar comprar leite como importante,change_priority
comprar leite é prioridade agora,change_priority
Atualiza a prioridade de comprar leite,change_priority
Mudar a prioridade de arrumar o quarto,change_priority
Aumentar a prioridade de arrumar o quarto,change_priority
Prioridade alta para arrumar o quarto,change_priority
Colocar arrumar o quarto como urgente,change_priority
Diminuir a prioridade de arrumar o quarto,change_priority
Prioridade baixa para arrumar o quarto,change_priority
Alterar prioridade de arrumar o quarto,change_priority
Marcar arrumar o quarto como importante,change_priority
arrumar o quarto é prioridade agora,change_priority
Atualiza a prioridade de arrumar o quarto,change_priority
Mudar a prioridade de ler um livro,change_priority
Aumentar a prioridade de ler um livro,change_priority
Prioridade alta para ler um livro,change_priority
Colocar ler um livro como urgente,change_priority
Diminuir a prioridade de ler um livro,change_priority
Prioridade baixa para ler um livro,change_priority
Alterar prioridade de ler um livro,change_priority
Marcar ler um livro como importante,change_priority
ler um livro é prioridade agora,change_priority
Atualiza a prioridade de ler um livro,change_priority
Mudar a prioridade de ir ao mercado,change_priority
Aumentar a prioridade de ir ao mercado,change_priority
Prioridade alta para ir ao mercado,change_priority
Colocar ir ao mercado como urgente,change_priority
Diminuir a prioridade de ir ao mercado,change_priority
Prioridade baixa para ir ao mercado,change_priority
Alterar prioridade de ir ao mercado,change_priority
Marcar ir ao mercado como importante,change_priority
ir ao mercado é prioridade agora,change_priority
Atualiza a prioridade de ir ao mercado,change_priority
Mudar a prioridade de fazer exercicios,change_priority
Aumentar a prioridade de fazer exercicios,change_priority
Prioridade alta para fazer exercicios,change_priority
Colocar fazer exercicios como urgente,change_priority
Diminuir a prioridade de fazer exercicios,change_priority
Prioridade baixa para fazer exercicios,change_priority
Alterar prioridade de fazer exercicios,change_priority
Marcar fazer exercicios como importante,change_priority
fazer exercicios é prioridade agora,change_priority
Atualiza a prioridade de fazer exercicios,change_priority
Mudar a prioridade de enviar email,change_priority
Aumentar a prioridade de enviar email,change_priority
Prioridade alta para enviar email,change_priority
Colocar enviar email como urgente,change_priority
Diminuir a prioridade de enviar email,change_priority
Prioridade baixa para enviar email,change_priority
Alterar prioridade de enviar email,change_priority
Marcar enviar email como importante,change_priority
enviar email é prioridade agora,change_priority
Atualiza a prioridade de enviar email,change_priority
Mudar a prioridade de limpar a casa,change_priority
Aumentar a prioridade de limpar a casa,change_priority
Prioridade alta para limpar a casa,change_priority
Colocar limpar a casa como urgente,change_priority
Diminuir a prioridade de limpar a casa,change_priority
Prioridade baixa para limpar a casa,change_priority
Alterar prioridade de limpar a casa,change_priority
Marcar limpar a casa como importante,change_priority
limpar a casa é prioridade agora,change_priority
Atualiza a prioridade de limpar a casa,change_priority
Mudar a prioridade de fazer o jantar,change_priority
Aumentar a prioridade de fazer o jantar,change_priority
Prioridade alta para fazer o jantar,change_priority
Colocar fazer o jantar como urgente,change_priority
Diminuir a prioridade de fazer o jantar,change_priority
Prioridade baixa para fazer o jantar,change_priority
Alterar prioridade de fazer o jantar,change_priority
Marcar fazer o jantar como importante,change_priority
fazer o jantar é prioridade agora,change_priority
Atualiza a prioridade de fazer o jantar,change_priority
Mudar a prioridade de comprar presente,change_priority
Aumentar a prioridade de comprar presente,change_priority
Prioridade alta para comprar presente,change_priority
Colocar comprar presente como urgente,change_priority
Diminuir a prioridade de comprar presente,change_priority
Prioridade baixa para comprar presente,change_priority
Alterar prioridade de comprar presente,change_priority
Marcar comprar presente como importante,change_priority
comprar presente é prioridade agora,change_priority
Atualiza a prioridade de comprar presente,change_priority
Mudar a prioridade de reservar restaurante,change_priority
Aumentar a prioridade de reservar restaurante,change_priority
Prioridade alta para reservar restaurante,change_priority
Colocar reservar restaurante como urgente,change_priority
Diminuir a prioridade de reservar restaurante,change_priority
Prioridade baixa para reservar restaurante,change_priority
Alterar prioridade de reservar restaurante,change_priority
Marcar reservar restaurante como importante,change_priority
reservar restaurante é prioridade agora,change_priority
Atualiza a prioridade de reservar restaurante,change_priority
Mudar a prioridade de cancelar assinatura,change_priority
Aumentar a prioridade de cancelar assinatura,change_priority
Prioridade alta para cancelar assinatura,change_priority
Colocar cancelar assinatura como urgente,change_priority
Diminuir a prioridade de cancelar assinatura,change_priority
Prioridade baixa para cancelar assinatura,change_priority
Alterar prioridade de cancelar assinatura,change_priority
Marcar cancelar assinatura como importante,change_priority
cancelar assinatura é prioridade agora,change_priority
Atualiza a prioridade de cancelar assinatura,change_priority
Mudar a prioridade de revisar codigo,change_priority
Aumentar a prioridade de revisar codigo,change_priority
Prioridade alta para revisar codigo,change_priority
Colocar revisar codigo como urgente,change_priority
Diminuir a prioridade de revisar codigo,change_priority
Prioridade baixa para revisar codigo,change_priority
Alterar prioridade de revisar codigo,change_priority
Marcar revisar codigo como importante,change_priority
revisar codigo é prioridade agora,change_priority
Atualiza a prioridade de revisar codigo,change_priority
Mudar a prioridade de treinar,change_priority
Aumentar a prioridade de treinar,change_priority
Prioridade alta para treinar,change_priority
Colocar treinar como urgente,change_priority
Diminuir a prioridade de treinar,change_priority
Prioridade baixa para treinar,change_priority
Alterar prioridade de treinar,change_priority
Marcar treinar como importante,change_priority
treinar é prioridade agora,change_priority
Atualiza a prioridade de treinar,change_priority
Listar tarefas,list_tasks
Mostrar tarefas,list_tasks
Ver tarefas,list_tasks
O que tenho para fazer,list_tasks
Quais sao as tarefas,list_tasks
Lista de tarefas,list_tasks
Exibir tarefas,list_tasks
Minhas pendencias,list_tasks
Me mostre as tarefas,list_tasks
Ler tarefas,list_tasks
Mostrar minha lista,list_tasks
O que tem pra hoje,list_tasks
Tarefas pendentes,list_tasks
Tem alguma tarefa,list_tasks
Ver afazeres,list_tasks
Diz minhas tarefas,list_tasks
Listar tudo,list_tasks
Mostrar afazeres,list_tasks
Mostrar tudo,list_tasks
O que eu tenho para fazer,list_tasks
Listar tarefas de hoje,list_tasks
Mostrar tarefas de hoje,list_tasks
Ver tarefas de hoje,list_tasks
O que tenho para fazer de hoje,list_tasks
Quais sao as tarefas de hoje,list_tasks
Lista de tarefas de hoje,list_tasks
Exibir tarefas de hoje,list_tasks
Minhas pendencias de hoje,list_tasks
Me mostre as tarefas de hoje,list_tasks
Ler tarefas de hoje,list_tasks
Mostrar minha lista de hoje,list_tasks
O que tem pra hoje de hoje,list_tasks
Tarefas pendentes de hoje,list_tasks
Tem alguma tarefa de hoje,list_tasks
Ver afazeres de hoje,list_tasks
Diz minhas tarefas de hoje,list_tasks
Listar tudo de hoje,list_tasks
Mostrar afazeres de hoje,list_tasks
Mostrar tudo de hoje,list_tasks
O que eu tenho para fazer de hoje,list_tasks
Listar tarefas de amanha,list_tasks
Mostrar tarefas de amanha,list_tasks
Ver tarefas de amanha,list_tasks
O que tenho para fazer de amanha,list_tasks
Quais sao as tarefas de amanha,list_tasks
Lista de tarefas de amanha,list_tasks
Exibir tarefas de amanha,list_tasks
Minhas pendencias de amanha,list_tasks
Me mostre as tarefas de amanha,list_tasks
Ler tarefas de amanha,list_tasks
Mostrar minha lista de amanha,list_tasks
O que tem pra hoje de amanha,list_tasks
Tarefas pendentes de amanha,list_tasks
Tem alguma tarefa de amanha,list_tasks
Ver afazeres de amanha,list_tasks
Diz minhas tarefas de amanha,list_tasks
Listar tudo de amanha,list_tasks
Mostrar afazeres de amanha,list_tasks
Mostrar tudo de amanha,list_tasks
O que eu tenho para fazer de amanha,list_tasks
Listar tarefas pendentes,list_tasks
Mostrar tarefas pendentes,list_tasks
Ver tarefas pendentes,list_tasks
O que tenho para fazer pendentes,list_tasks
Quais sao as tarefas pendentes,list_tasks
Lista de tarefas pendentes,list_tasks
Exibir tarefas pendentes,list_tasks
Minhas pendencias pendentes,list_tasks
Me mostre as tarefas pendentes,list_tasks
Ler tarefas pendentes,list_tasks
Mostrar minha lista pendentes,list_tasks
O que tem pra hoje pendentes,list_tasks
Tarefas pendentes pendentes,list_tasks
Tem alguma tarefa pendentes,list_tasks
Ver afazeres pendentes,list_tasks
Diz minhas tarefas pendentes,list_tasks
Listar tudo pendentes,list_tasks
Mostrar afazeres pendentes,list_tasks
Mostrar tudo pendentes,list_tasks
O que eu tenho para fazer pendentes,list_tasks
Listar tarefas urgentes,list_tasks
Mostrar tarefas urgentes,list_tasks
Ver tarefas urgentes,list_tasks
O que tenho para fazer urgentes,list_tasks
Quais sao as tarefas urgentes,list_tasks
Lista de tarefas urgentes,list_tasks
Exibir tarefas urgentes,list_tasks
Minhas pendencias urgentes,list_tasks
Me mostre as tarefas urgentes,list_tasks
Ler tarefas urgentes,list_tasks
Mostrar minha lista urgentes,list_tasks
O que tem pra hoje urgentes,list_tasks
Tarefas pendentes urgentes,list_tasks
Tem alguma tarefa urgentes,list_tasks
Ver afazeres urgentes,list_tasks
Diz minhas tarefas urgentes,list_tasks
Listar tudo urgentes,list_tasks
Mostrar afazeres urgentes,list_tasks
Mostrar tudo urgentes,list_tasks
O que eu tenho para fazer urgentes,list_tasks
Listar tarefas agora,list_tasks
Mostrar tarefas agora,list_tasks
Ver tarefas agora,list_tasks
O que tenho para fazer agora,list_tasks
Quais sao as tarefas agora,list_tasks
Lista de tarefas agora,list_tasks
Exibir tarefas agora,list_tasks
Minhas pendencias agora,list_tasks
Me mostre as tarefas agora,list_tasks
Ler tarefas agora,list_tasks
Mostrar minha lista agora,list_tasks
O que tem pra hoje agora,list_tasks
Tarefas pendentes agora,list_tasks
Tem alguma tarefa agora,list_tasks
Ver afazeres agora,list_tasks
Diz minhas tarefas agora,list_tasks
Listar tudo agora,list_tasks
Mostrar afazeres agora,list_tasks
Mostrar tudo agora,list_tasks
O que eu tenho para fazer agora,list_tasks
Listar tarefas por favor,list_tasks
Mostrar tarefas por favor,list_tasks
Ver tarefas por favor,list_tasks
O que tenho para fazer por favor,list_tasks
Quais sao as tarefas por favor,list_tasks
Lista de tarefas por favor,list_tasks
Exibir tarefas por favor,list_tasks
Minhas pendencias por favor,list_tasks
Me mostre as tarefas por favor,list_tasks
Ler tarefas por favor,list_tasks
Mostrar minha lista por favor,list_tasks
O que tem pra hoje por favor,list_tasks
Tarefas pendentes por favor,list_tasks
Tem alguma tarefa por favor,list_tasks
Ver afazeres por favor,list_tasks
Diz minhas tarefas por favor,list_tasks
Listar tudo por favor,list_tasks
Mostrar afazeres por favor,list_tasks
Mostrar tudo por favor,list_tasks
O que eu tenho para fazer por favor,list_tasks
Listar tarefas da semana,list_tasks
Mostrar tarefas da semana,list_tasks
Ver tarefas da semana,list_tasks
O que tenho para fazer da semana,list_tasks
Quais sao as tarefas da semana,list_tasks
Lista de tarefas da semana,list_tasks
Exibir tarefas da semana,list_tasks
Minhas pendencias da semana,list_tasks
Me mostre as tarefas da semana,list_tasks
Ler tarefas da semana,list_tasks
Mostrar minha lista da semana,list_tasks
O que tem pra hoje da semana,list_tasks
Tarefas pendentes da semana,list_tasks
Tem alguma tarefa da semana,list_tasks
Ver afazeres da semana,list_tasks
Diz minhas tarefas da semana,list_tasks
Listar tudo da semana,list_tasks
Mostrar afazeres da semana,list_tasks
Mostrar tudo da semana,list_tasks
O que eu tenho para fazer da semana,list_tasks
Listar tarefas ativas,list_tasks
Mostrar tarefas ativas,list_tasks
Ver tarefas ativas,list_tasks
O que tenho para fazer ativas,list_tasks
Quais sao as tarefas ativas,list_tasks
Lista de tarefas ativas,list_tasks
Exibir tarefas ativas,list_tasks
Minhas pendencias ativas,list_tasks
Me mostre as tarefas ativas,list_tasks
Ler tarefas ativas,list_tasks
Mostrar minha lista ativas,list_tasks
O que tem pra hoje ativas,list_tasks
Tarefas pendentes ativas,list_tasks
Tem alguma tarefa ativas,list_tasks
Ver afazeres ativas,list_tasks
Diz minhas tarefas ativas,list_tasks
Listar tudo ativas,list_tasks
Mostrar afazeres ativas,list_tasks
Mostrar tudo ativas,list_tasks
O que eu tenho para fazer ativas,list_tasks
Listar tarefas para mim,list_tasks
Mostrar tarefas para mim,list_tasks
Ver tarefas para mim,list_tasks
O que tenho para fazer para mim,list_tasks
Quais sao as tarefas para mim,list_tasks
Lista de tarefas para mim,list_tasks
Exibir tarefas para mim,list_tasks
Minhas pendencias para mim,list_tasks
Me mostre as tarefas para mim,list_tasks
Ler tarefas para mim,list_tasks
Mostrar minha lista para mim,list_tasks
O que tem pra hoje para mim,list_tasks
Tarefas pendentes para mim,list_tasks
Tem alguma tarefa para mim,list_tasks
Ver afazeres para mim,list_tasks
Diz minhas tarefas para mim,list_tasks
Listar tudo para mim,list_tasks
Mostrar afazeres para mim,list_tasks
Mostrar tudo para mim,list_tasks
O que eu tenho para fazer para mim,list_tasks
Acordar,wake
Despertar,wake
Jarvis acorde,wake
Iniciar,wake
Pode me ouvir,wake
Estou aqui,wake
Vamos la,wake
Hora de trabalhar,wake
Ligar,wake
Ativar,wake
Oi,wake
Ola,wake
Bom dia,wake
Boa tarde,wake
Boa noite,wake
Atencao,wake
Ouvindo,wake
Pode comecar,wake
Assistente,wake
Estou de volta,wake
Acordar ai,wake
Despertar ai,wake
Jarvis acorde ai,wake
Iniciar ai,wake
Pode me ouvir ai,wake
Estou aqui ai,wake
Vamos la ai,wake
Hora de trabalhar ai,wake
Ligar ai,wake
Ativar ai,wake
Oi ai,wake
Ola ai,wake
Bom dia ai,wake
Boa tarde ai,wake
Boa noite ai,wake
Atencao ai,wake
Ouvindo ai,wake
Pode comecar ai,wake
Assistente ai,wake
Estou de volta ai,wake
Acordar agora,wake
Despertar agora,wake
Jarvis acorde agora,wake
Iniciar agora,wake
Pode me ouvir agora,wake
Estou aqui agora,wake
Vamos la agora,wake
Hora de trabalhar agora,wake
Ligar agora,wake
Ativar agora,wake
Oi agora,wake
Ola agora,wake
Bom dia agora,wake
Boa tarde agora,wake
Boa noite agora,wake
Atencao agora,wake
Ouvindo agora,wake
Pode comecar agora,wake
Assistente agora,wake
Estou de volta agora,wake
Acordar ja,wake
Despertar ja,wake
Jarvis acorde ja,wake
Iniciar ja,wake
Pode me ouvir ja,wake
Estou aqui ja,wake
Vamos la ja,wake
Hora de trabalhar ja,wake
Ligar ja,wake
Ativar ja,wake
Oi ja,wake
Ola ja,wake
Bom dia ja,wake
Boa tarde ja,wake
Boa noite ja,wake
Atencao ja,wake
Ouvindo ja,wake
Pode comecar ja,wake
Assistente ja,wake
Estou de volta ja,wake
Acordar por favor,wake
Despertar por favor,wake
Jarvis acorde por favor,wake
Iniciar por favor,wake
Pode me ouvir por favor,wake
Estou aqui por favor,wake
Vamos la por favor,wake
Hora de trabalhar por favor,wake
Ligar por favor,wake
Ativar por favor,wake
Oi por favor,wake
Ola por favor,wake
Bom dia por favor,wake
Boa tarde por favor,wake
Boa noite por favor,wake
Atencao por favor,wake
Ouvindo por favor,wake
Pode comecar por favor,wake
Assistente por favor,wake
Estou de volta por favor,wake
Acordar imediatamente,wake
Despertar imediatamente,wake
Jarvis acorde imediatamente,wake
Iniciar imediatamente,wake
Pode me ouvir imediatamente,wake
Estou aqui imediatamente,wake
Vamos la imediatamente,wake
Hora de trabalhar imediatamente,wake
Ligar imediatamente,wake
Ativar imediatamente,wake
Oi imediatamente,wake
Ola imediatamente,wake
Bom dia imediatamente,wake
Boa tarde imediatamente,wake
Boa noite imediatamente,wake
Atencao imediatamente,wake
Ouvindo imediatamente,wake
Pode comecar imediatamente,wake
Assistente imediatamente,wake
Estou de volta imediatamente,wake
Acordar meu assistente,wake
Despertar meu assistente,wake
Jarvis acorde meu assistente,wake
Iniciar meu assistente,wake
Pode me ouvir meu assistente,wake
Estou aqui meu assistente,wake
Vamos la meu assistente,wake
Hora de trabalhar meu assistente,wake
Ligar meu assistente,wake
Ativar meu assistente,wake
Oi meu assistente,wake
Ola meu assistente,wake
Bom dia meu assistente,wake
Boa tarde meu assistente,wake
Boa noite meu assistente,wake
Atencao meu assistente,wake
Ouvindo meu assistente,wake
Pode comecar meu assistente,wake
Assistente meu assistente,wake
Estou de volta meu assistente,wake
Acordar vamos,wake
Despertar vamos,wake
Jarvis acorde vamos,wake
Iniciar vamos,wake
Pode me ouvir vamos,wake
Estou aqui vamos,wake
Vamos la vamos,wake
Hora de trabalhar vamos,wake
Ligar vamos,wake
Ativar vamos,wake
Oi vamos,wake
Ola vamos,wake
Bom dia vamos,wake
Boa tarde vamos,wake
Boa noite vamos,wake
Atencao vamos,wake
Ouvindo vamos,wake
Pode comecar vamos,wake
Assistente vamos,wake
Estou de volta vamos,wake
Acordar Jarvis,wake
Despertar Jarvis,wake
Jarvis acorde Jarvis,wake
Iniciar Jarvis,wake
Pode me ouvir Jarvis,wake
Estou aqui Jarvis,wake
Vamos la Jarvis,wake
Hora de trabalhar Jarvis,wake
Ligar Jarvis,wake
Ativar Jarvis,wake
Oi Jarvis,wake
Ola Jarvis,wake
Bom dia Jarvis,wake
Boa tarde Jarvis,wake
Boa noite Jarvis,wake
Atencao Jarvis,wake
Ouvindo Jarvis,wake
Pode comecar Jarvis,wake
Assistente Jarvis,wake
Estou de volta Jarvis,wake
Acordar sistema,wake
Despertar sistema,wake
Jarvis acorde sistema,wake
Iniciar sistema,wake
Pode me ouvir sistema,wake
Estou aqui sistema,wake
Vamos la sistema,wake
Hora de trabalhar sistema,wake
Ligar sistema,wake
Ativar sistema,wake
Oi sistema,wake
Ola sistema,wake
Bom dia sistema,wake
Boa tarde sistema,wake
Boa noite sistema,wake
Atencao sistema,wake
Ouvindo sistema,wake
Pode comecar sistema,wake
Assistente sistema,wake
Estou de volta sistema,wake
Dormir,sleep
Desligar,sleep
Pausar,sleep
Parar,sleep
Silencio,sleep
Fique quieto,sleep
Ate logo,sleep
Tchau,sleep
Desativar,sleep
Encerrar,sleep
Pode dormir,sleep
Va descansar,sleep
Desligar o sistema,sleep
Modo espera,sleep
Pausa,sleep
Suspender,sleep
Chega por hoje,sleep
Sair,sleep
Adeus,sleep
Fim,sleep
Dormir agora,sleep
Desligar agora,sleep
Pausar agora,sleep
Parar agora,sleep
Silencio agora,sleep
Fique quieto agora,sleep
Ate logo agora,sleep
Tchau agora,sleep
Desativar agora,sleep
Encerrar agora,sleep
Pode dormir agora,sleep
Va descansar agora,sleep
Desligar o sistema agora,sleep
Modo espera agora,sleep
Pausa agora,sleep
Suspender agora,sleep
Chega por hoje agora,sleep
Sair agora,sleep
Adeus agora,sleep
Fim agora,sleep
Dormir ja,sleep
Desligar ja,sleep
Pausar ja,sleep
Parar ja,sleep
Silencio ja,sleep
Fique quieto ja,sleep
Ate logo ja,sleep
Tchau ja,sleep
Desativar ja,sleep
Encerrar ja,sleep
Pode dormir ja,sleep
Va descansar ja,sleep
Desligar o sistema ja,sleep
Modo espera ja,sleep
Pausa ja,sleep
Suspender ja,sleep
Chega por hoje ja,sleep
Sair ja,sleep
Adeus ja,sleep
Fim ja,sleep
Dormir por favor,sleep
Desligar por favor,sleep
Pausar por favor,sleep
Parar por favor,sleep
Silencio por favor,sleep
Fique quieto por favor,sleep
Ate logo por favor,sleep
Tchau por favor,sleep
Desativar por favor,sleep
Encerrar por favor,sleep
Pode dormir por favor,sleep
Va descansar por favor,sleep
Desligar o sistema por favor,sleep
Modo espera por favor,sleep
Pausa por favor,sleep
Suspender por favor,sleep
Chega por hoje por favor,sleep
Sair por favor,sleep
Adeus por favor,sleep
Fim por favor,sleep
Dormir descanse,sleep
Desligar descanse,sleep
Pausar descanse,sleep
Parar descanse,sleep
Silencio descanse,sleep
Fique quieto descanse,sleep
Ate logo descanse,sleep
Tchau descanse,sleep
Desativar descanse,sleep
Encerrar descanse,sleep
Pode dormir descanse,sleep
Va descansar descanse,sleep
Desligar o sistema descanse,sleep
Modo espera descanse,sleep
Pausa descanse,sleep
Suspender descanse,sleep
Chega por hoje descanse,sleep
Sair descanse,sleep
Adeus descanse,sleep
Fim descanse,sleep
Dormir Jarvis,sleep
Desligar Jarvis,sleep
Pausar Jarvis,sleep
Parar Jarvis,sleep
Silencio Jarvis,sleep
Fique quieto Jarvis,sleep
Ate logo Jarvis,sleep
Tchau Jarvis,sleep
Desativar Jarvis,sleep
Encerrar Jarvis,sleep
Pode dormir Jarvis,sleep
Va descansar Jarvis,sleep
Desligar o sistema Jarvis,sleep
Modo espera Jarvis,sleep
Pausa Jarvis,sleep
Suspender Jarvis,sleep
Chega por hoje Jarvis,sleep
Sair Jarvis,sleep
Adeus Jarvis,sleep
Fim Jarvis,sleep
Dormir sistema,sleep
Desligar sistema,sleep
Pausar sistema,sleep
Parar sistema,sleep
Silencio sistema,sleep
Fique quieto sistema,sleep
Ate logo sistema,sleep
Tchau sistema,sleep
Desativar sistema,sleep
Encerrar sistema,sleep
Pode dormir sistema,sleep
Va descansar sistema,sleep
Desligar o sistema sistema,sleep
Modo espera sistema,sleep
Pausa sistema,sleep
Suspender sistema,sleep
Chega por hoje sistema,sleep
Sair sistema,sleep
Adeus sistema,sleep
Fim sistema,sleep
Dormir ate mais,sleep
Desligar ate mais,sleep
Pausar ate mais,sleep
Parar ate mais,sleep
Silencio ate mais,sleep
Fique quieto ate mais,sleep
Ate logo ate mais,sleep
Tchau ate mais,sleep
Desativar ate mais,sleep
Encerrar ate mais,sleep
Pode dormir ate mais,sleep
Va descansar ate mais,sleep
Desligar o sistema ate mais,sleep
Modo espera ate mais,sleep
Pausa ate mais,sleep
Suspender ate mais,sleep
Chega por hoje ate mais,sleep
Sair ate mais,sleep
Adeus ate mais,sleep
Fim ate mais,sleep
Dormir logo,sleep
Desligar logo,sleep
Pausar logo,sleep
Parar logo,sleep
Silencio logo,sleep
Fique quieto logo,sleep
Ate logo logo,sleep
Tchau logo,sleep
Desativar logo,sleep
Encerrar logo,sleep
Pode dormir logo,sleep
Va descansar logo,sleep
Desligar o sistema logo,sleep
Modo espera logo,sleep
Pausa logo,sleep
Suspender logo,sleep
Chega por hoje logo,sleep
Sair logo,sleep
Adeus logo,sleep
Fim logo,sleep
Dormir um pouco,sleep
Desligar um pouco,sleep
Pausar um pouco,sleep
Parar um pouco,sleep
Silencio um pouco,sleep
Fique quieto um pouco,sleep
Ate logo um pouco,sleep
Tchau um pouco,sleep
Desativar um pouco,sleep
Encerrar um pouco,sleep
Pode dormir um pouco,sleep
Va descansar um pouco,sleep
Desligar o sistema um pouco,sleep
Modo espera um pouco,sleep
Pausa um pouco,sleep
Suspender um pouco,sleep
Chega por hoje um pouco,sleep
Sair um pouco,sleep
Adeus um pouco,sleep
Fim um pouco,sleep

crie a tarefa estudar python,add_task
anotar ligar para o médico,add_task
adicionar caminhar no parque com prioridade baixa,add_task
crie a tarefa estudar Python com prioridade alta,add_task
adicionar comprar pão,add_task
Estudar para a prova,add_task
deletar número 2,delete_task
remover comprar café,delete_task
apagar número 1,delete_task
remover café,delete_task
deletar a 1,delete_task
deletar tarefa 1,delete_task
concluir a 1,complete_task
finalizar estudar python,complete_task
riscar a 2,complete_task
concluir número 2,complete_task
concluir café,complete_task
concluir a número 2,complete_task
concluir a tarefa comprar café,complete_task
mudar café para comprar leite,edit_task
alterar 1 para estudar java,edit_task
mudar número 2 para comprar bolo,edit_task
alterar a 2 para comprar leite,edit_task
mudar café para comprar café preto,edit_task
1 com prioridade alta,change_priority
número 2 como prioridade baixa,change_priority
comprar pão com prioridade média,change_priority
café com prioridade alta,change_priority
quais são minhas tarefas,list_tasks
o que tenho pra fazer,list_tasks
listar tarefas,list_tasks
ligar jar,wake
olá jarvis,wake
acordar jarvis,wake
Ligar Jarvis,wake
desligar jarvis,sleep
dormir,sleep
silenciar,sleep
Desligar Jarvis,sleep
crie a tarefa estudar python,add_task
anotar ligar para o médico,add_task
adicionar caminhar no parque com prioridade baixa,add_task
crie a tarefa estudar Python com prioridade alta,add_task
adicionar comprar pão,add_task
Estudar para a prova,add_task
deletar número 2,delete_task
remover comprar café,delete_task
apagar número 1,delete_task
remover café,delete_task
deletar a 1,delete_task
deletar tarefa 1,delete_task
concluir a 1,complete_task
finalizar estudar python,complete_task
riscar a 2,complete_task
concluir número 2,complete_task
concluir café,complete_task
concluir a número 2,complete_task
